firstname,lastname,gender
Helena,Avoseh,0
Raymond,Obodai,1
Emmanuel,Gnama,1
Willy,Togbe,1
Giselle,Avoseh,0
Zinsou,Foli,1
Zara,Sokpor,0
Samira,Asamoah,0
Boevi,Bakari,1
Afi,Nkrumah,0
Helene,Ayigbe,0
Cecile,Diabre,0
Wanda,Dzokoto,0
Paulin,Hounnou,1
Perrine,Bakari,0
Kodjo,Alassani,1
Ekoue,Ocloo,1
Agbeko,Agbeko,1
Folly,Gbedemah,1
Kwame,Morquette,1
Ursula,Sokpor,0
Koffi,Diabre,1
Thierry,Diawara,1
Brigitte,Atsu,0
Kwame,Takyi,1
Mawusi,Obodai,0
Rosalie,Alassani,0
Jacqueline,Anani,0
Olympe,Mensah,0
Beatrice,Foli,0
Yves,Adzaho,1
Abena,Mensah,0
Yao,Amegashie,1
Catherine,Moussa,0
Louis,Nyaku,1
Kokouga,Agbobli,1
Lise,Ayite,0
Wendie,Tetteh,0
Ekoue,Dogbe,1
Komivi,Morquette,1
Kwesi,Dzokoto,1
Charles,Diabre,1
Agbeko,Dossou,1
Xaviera,Akakpo-Doe,0
Jocelyn,Togbe,1
Kodjovi,Agbozo,1
Charles,Amevor,1
Benoit,Dzokoto,1
Danielle,Akakpo,0
Ursule,Asamoah,0
Adjoa,Obodai,0
Grace,Nkrumah,0
Quintine,Azamati,0
Quentin,Koffi,1
Rebecca,Awuku,0
Cecile,Ofori,0
Koku,Dogbe,1
Patience,Atsu,0
Kafui,Ahove,0
Karine,Ocloo,0
Sylvain,Alassani,1
Tina,Dzokoto,0
Philippe,Atsu,1
Zoe,Akakpo-Doe,0
Nathalie,Obodai,0
Martine,Ofori,0
Marie,Atsu,0
Ditoma,Asamoah,1
Esso,Dossou,1
Vera,Gnama,0
Zoe,Alassani,0
Amenyo,Ayite,0
Adwoa,Bakari,0
Komla,Agbodeka,1
Pierrette,Ofori,0
Adjoa,Abliza,0
Helene,Ahove,0
Quentin,Avoseh,1
Abena,Gbikpi,0
Nathalie,Dossou,0
Marie,Ayigbe,0
Alain,Ayite,1
Olympe,Anani,0
Lydia,Awuku,0
Amouzou,Akakpo-Doe,1
Adwoa,Mensah,0
Quentin,Nyaku,1
Akosua,Agbobli,0
Esso,Djondo,1
Tina,Anani,0
Olivier,Djondo,1
Hortense,Takyi,0
Kofi,Alassani,1
Laure,Awuku,0
Hortense,Dzokoto,0
Yvette,Alassani,0
Gbenga,Ofori,1
Boevi,Takyi,1
Mawuli,Ayite,1
Innocent,Moussa,1
Nicolette,Diabre,0
Nana,Amekudzi,0
Winnie,Gnama,0
Kouadio,Attipoe,1
Zelda,Azamati,0
Mireille,Diawara,0
Xavier,Nkrumah,1
Ulysse,Amekudzi,1
Diane,Obodai,0
Gbenga,Nyavor,1
Zacharie,Djondo,1
Komivi,Ayigbe,1
Luc,Obodai,1
Denis,Atsu,1
Xenia,Asamoah,0
Ursule,Nyaku,0
Komi,Dossou,1
Estelle,Alassani,0
Sébastien,Agbozo,1
Joelle,Ayigbe,0
Roxane,Agbozo,0
Helene,Dogbe,0
Romain,Amegashie,1
Abiré,Adzaho,0
Afia,Amouzou,0
Gbenga,Avoseh,1
Zelda,Avoseh,0
Valerie,Abliza,0
Fabrice,Diawara,1
Therese,Bangoura,0
Karine,Ayite,0
Rebecca,Amouzou,0
Genevieve,Amevor,0
Benoit,Agbozo,1
Helene,Obodai,0
Wenceslas,Avoseh,1
Katherine,Amouzou,0
Katia,Asamoah,0
Gifty,Bangoura,0
Patience,Anani,0
Sylvain,Agbozo,1
Essonani,Abliza,1
Katia,Tetteh,0
Mawuli,Tetteh,1
Awura,Dossou,0
Joelle,Azamati,0
Quintina,Agbozo,0
Ines,Nyavor,0
Benoit,Ayite,1
Charles,Agbozo,1
Yawa,Dzokoto,1
Zinsou,Tetteh,1
Sébastien,Bangoura,1
Perrine,Akakpo,0
Hugues,Dzokoto,1
Raoul,Diabre,1
Genevieve,Togbe,0
Ekoue,Djondo,1
LARE,Awuku,1
Luc,Moussa,1
Téléky,Awuku,1
Bèni,Nkrumah,1
Helena,Nyavor,0
Mensah,Avoseh,1
Bassooma,Dossou,1
Dodji,Anani,1
Martine,Dossou,0
Komla,Takyi,1
Viviane,Amekudzi,0
Helene,Agbeko,0
Ines,Diabre,0
Olivier,Soglo,1
Bernard,Ayigbe,1
Hubert,Nayo,1
Mawusi,Ocloo,0
Caleb,Koffi,1
Grace,Atsu,0
Paulin,Akakpo,1
Innocent,Amekudzi,1
Méyébinesso,Ahove,1
Ayouba,Ayite,1
Dzidzor,Asamoah,0
Wanda,Gbedemah,0
Joelle,Anani,0
Winnie,Amegashie,0
Kwesi,Dossou,1
Ama,Ahove,0
Valerie,Ayite,0
Diane,Ayite,0
Efua,Azamati,0
Azhar,Ofori,1
Fiifi,Amegashie,1
Ama,Diabre,0
Quintine,Tetteh,0
Azhar,Ahove,1
Vincent,Dzokoto,1
Yasmine,Nkrumah,0
Nana,Attipoe,0
Gaston,Diabre,1
Noah,Amegashie,1
Noah,Dossou,1
Violette,Dossou,0
Méyébinesso,Moussa,1
Elise,Mensah,0
Mazamesso,Takyi,1
Akossiwa,Attipoe,0
Raoul,Amekudzi,1
Marie,Djondo,0
Kafui,Gbikpi,0
Katia,Agbodeka,0
Komla,Gbikpi,1
Mensah,Adzaho,1
Victor,Ayite,1
Danielle,Dossou,0
Helena,Diawara,0
Etienne,Bakari,1
Tania,Azamati,0
Hubert,Togbe,1
Adwoa,Azamati,0
Gildas,Hounnou,1
Irene,Ahove,0
Lydia,Akoto,0
Odon,Diawara,1
Denis,Tetteh,1
Winnie,Azamati,0
Grace,Dzokoto,0
Karine,Ahove,0
Remi,Dossou,1
Jocelyn,Takyi,1
Clement,Dogbe,1
Isidore,Ofori,1
Joelle,Mensah,0
Hugues,Takyi,1
Fatoumata,Mensah,0
Fiifi,Takyi,1
Cecilia,Agbozo,0
Laurent,Amegashie,1
Kossi,Foli,1
Benoit,Amegashie,1
Wanda,Agbeko,0
Sébastien,Ayigbe,1
Aline,Asamoah,0
Dzidzor,Dossou,0
Delphine,Agbozo,0
Abena,Anani,0
Jacqueline,Bangoura,0
Quentin,Takyi,1
Yao,Agbozo,1
Togbe,Ayigbe,1
Zelda,Dogbe,0
Brigitte,Agbodeka,0
Xaviera,Diawara,0
Samira,Diawara,0
Michel,Akakpo,1
Jacqueline,Avoseh,0
Yaa,Abliza,0
Delphine,Morquette,0
Kwame,Tetteh,1
Didi,Togbe,1
Gbenga,Akakpo,1
Anani,Ocloo,1
Médar,Gbikpi,1
Agbeko,Abliza,1
Henri,Alassani,1
Lydia,Hounnou,0
Luc,Awuku,1
Sophie,Gbikpi,0
Isabelle,Dogbe,0
Delphine,Amegashie,0
Jacques,Amekudzi,1
Sophia,Alassani,0
Mawuli,Atsu,1
Hilaire,Morquette,1
Georges,Agbozo,1
Quenotte,Ayite,0
Marie,Akoto,0
Florence,Bangoura,0
Aurelie,Diawara,0
Danielle,Asamoah,0
Innocent,Azamati,1
Mazamesso,Gbikpi,1
David,Amevor,1
Akossiwa,Bakari,0
Koku,Akakpo-Doe,1
Florence,Koffi,0
Akakpo,Gnama,1
Ines,Soglo,0
Olivier,Ocloo,1
Aline,Azamati,0
Edem,Ayite,1
Cecile,Diawara,0
Olivier,Avoseh,1
Kouadio,Gnama,1
Nana,Akakpo,0
Mansan,Avoseh,0
Samira,Hounnou,0
Akakpo,Morquette,1
Komi,Nkrumah,1
Vera,Agbozo,0
Kodjo,Hounnou,1
Denis,Gbedemah,1
Elise,Nyavor,0
Benoit,Agbodeka,1
Therese,Nyaku,0
Jacques,Takyi,1
Kossi,Moussa,1
Florence,Agbobli,0
Louis,Obodai,1
Akosua,Bangoura,0
Méyébinesso,Asamoah,1
Mawusi,Avoseh,0
Catherine,Djondo,0
Estelle,Nyavor,0
Laure,Amekudzi,0
Winnie,Tetteh,0
Kokouga,Dzokoto,1
Akossiwa,Anani,0
Koffi,Akakpo,1
Dela,Takyi,1
Ulysse,Bakari,1
Katherine,Sokpor,0
Blandine,Diabre,0
Juliette,Awuku,0
Ezechiel,Dogbe,1
Abdel-Aziz,Nyavor,1
Queen,Mensah,0
Hugues,Mensah,1
Samira,Obodai,0
Boevi,Avoseh,1
Adwoa,Obodai,0
Fatoumata,Awuku,0
Patrick,Asamoah,1
Abiré,Hounnou,0
Odette,Asamoah,0
Kodjo,Amegashie,1
Gaston,Dogbe,1
Wanda,Nayo,0
Kwaku,Agbozo,1
Fiosron,Togbe,0
Sophie,Agbodeka,0
Ximena,Attipoe,0
Afia,Diabre,0
Ilétou,Amekudzi,0
Jocelyn,Azamati,1
Komivi,Gnama,1
Téléky,Ofori,1
Ophelie,Gbedemah,0
Gaston,Nyaku,1
Estelle,Asamoah,0
Sophia,Djondo,0
Abiré,Amevor,0
Atsuko,Awuku,0
Tina,Sokpor,0
Thierry,Amevor,1
Edem,Sokpor,1
Liliane,Koffi,0
Quintina,Amouzou,0
Alain,Agbeko,1
Ulysse,Azamati,1
Benoit,Abliza,1
Victor,Gbedemah,1
Zara,Djondo,0
Beatrice,Obodai,0
Innocent,Amouzou,1
Awura,Bangoura,0
Koffi-Doe,Akakpo,1
Samira,Dogbe,0
Abiré,Azamati,0
Fiifi,Moussa,1
Dela,Obodai,1
Komivi,Amevor,1
Fiosron,Djondo,0
Yawa,Ahove,1
Delphine,Attipoe,0
Zoe,Agbeko,0
Yannick,Adzaho,1
Nadine,Agbodeka,0
Fabrice,Agbobli,1
Michel,Dossou,1
Patience,Nayo,0
Ulysse,Awuku,1
Kodjo,Ocloo,1
Steven,Takyi,1
Lise,Djondo,0
Elise,Djondo,0
Mensah,Agbobli,1
Tania,Mensah,0
Vincent,Atsu,1
Zacharie,Agbozo,1
Quentin,Nayo,1
Fatoumata,Nayo,0
Katherine,Mensah,0
Valerie,Gbedemah,0
Violette,Togbe,0
Gbenga,Foli,1
Sabrina,Koffi,0
François,Attipoe,1
Xaviera,Soglo,0
Louis,Dogbe,1
Etienne,Anani,1
Winnie,Abliza,0
Tania,Avoseh,0
Komi,Obodai,1
Roxane,Akoto,0
Hubert,Obodai,1
Aline,Diawara,0
Giselle,Nyavor,0
Cecile,Nkrumah,0
Genevieve,Avoseh,0
Wendie,Bakari,0
Quenotte,Morquette,0
Dela,Nayo,1
Henri,Tetteh,1
Noah,Bakari,1
Simone,Akakpo,0
Karine,Diabre,0
Mawusi,Awuku,0
Ursule,Attipoe,0
Gildas,Akakpo,1
Ekoue,Dzokoto,1
Philippe,Ofori,1
Wendy,Djondo,0
Tina,Amevor,0
Komi,Mensah,1
Kwadwo,Gbedemah,1
Tania,Bangoura,0
Fabrice,Asamoah,1
Raoul,Diawara,1
Marie,Agbozo,0
Alain,Dossou,1
Didi,Ayite,1
Dzidzor,Akoto,0
Eloise,Bangoura,0
Caleb,Amevor,1
Rosalie,Akoto,0
Giselle,Tetteh,0
IDRISSOU,Diabre,1
Kodjo,Obodai,1
Catherine,Nyaku,0
Wenceslas,Azamati,1
Tatiana,Hounnou,0
Joelle,Gnama,0
Quenotte,Nyaku,0
Joelle,Gbedemah,0
Raoul,Bakari,1
Irene,Dzokoto,0
Agbeko,Ahove,1
Georges,Ocloo,1
Quintine,Takyi,0
Estelle,Amegashie,0
Kodjo,Gbikpi,1
Pascal,Ayite,1
Boevi,Asamoah,1
Romain,Tetteh,1
Gaston,Foli,1
Gildas,Akakpo-Doe,1
Wendie,Akoto,0
Winnie,Nyavor,0
Philippe,Alassani,1
Kofi,Foli,1
Luc,Koffi,1
Quenotte,Amouzou,0
Yves,Ayite,1
Essonani,Sokpor,1
Quenotte,Azamati,0
Queen,Agbozo,0
Ulysse,Obodai,1
Estelle,Gbikpi,0
Isabelle,Ayigbe,0
Pierrette,Alassani,0
Gbenga,Dogbe,1
Romain,Togbe,1
Kodjovi,Ayigbe,1
Winnie,Dogbe,0
Essonani,Amekudzi,1
Adjoua,Awuku,1
Adeline,Akakpo,0
Wendie,Koffi,0
Yao,Djondo,1
Mawusi,Asamoah,0
Katia,Gbikpi,0
Marie,Dzokoto,0
Yves,Djondo,1
Henri,Ahove,1
Wanda,Amevor,0
Quenotte,Koffi,0
Koffi,Awuku,1
Xenia,Koffi,0
Kossiwa,Nyavor,0
Nicolas,Dzokoto,1
Benoit,Diabre,1
Akossiwa,Togbe,0
Rachelle,Bakari,0
Fatoumata,Ayigbe,0
Ursule,Alassani,0
Tatiana,Dossou,0
Emmanuel,Agbobli,1
Abiré,Obodai,0
Mensah,Atsu,1
Essonani,Ocloo,1
Ursule,Bakari,0
Mansan,Anani,0
David,Azamati,1
Thierry,Soglo,1
Gildas,Nkrumah,1
Akua,Alassani,0
Sophia,Agbeko,0
Cecile,Agbodeka,0
Aline,Avoseh,0
Ines,Anani,0
Pierrette,Gnama,0
Adwoa,Dogbe,0
Tatiana,Takyi,0
Queen,Sokpor,0
Rachelle,Moussa,0
Adjoua,Attipoe,1
Ines,Diawara,0
Clement,Obodai,1
Lise,Bangoura,0
Paulin,Azamati,1
Brigitte,Alassani,0
Kossi,Gbedemah,1
Adeline,Atsu,0
Victor,Akakpo-Doe,1
Raoul,Obodai,1
François,Agbozo,1
Georges,Diabre,1
Irene,Akakpo-Doe,0
Gildas,Dzokoto,1
Xaviera,Nyaku,0
Abena,Agbobli,0
Nathalie,Awuku,0
Yannick,Nyaku,1
Togbe,Dossou,1
IDRISSOU,Ofori,1
Didi,Agbobli,1
Yaa,Takyi,0
Patience,Ayite,0
Efia,Dogbe,0
Sarah,Tetteh,0
Sarah,Takyi,0
Juliette,Amegashie,0
Vincent,Bangoura,1
Emmanuel,Amouzou,1
Kodjovi,Akakpo,1
Raoul,Avoseh,1
Raoul,Adzaho,1
Liliane,Ahove,0
IDRISSOU,Amekudzi,1
Olivier,Agbodeka,1
Kofi,Anani,1
LARE,Abliza,1
Abena,Ocloo,0
Pierrette,Atsu,0
Kokou,Bangoura,1
Samira,Gnama,0
Dela,Mensah,1
Beatrice,Ofori,0
Dela,Akakpo,1
Florence,Morquette,0
Sophia,Bangoura,0
Dodji,Ocloo,1
Laure,Togbe,0
Odile,Mensah,0
Kossi,Akakpo,1
Akua,Hounnou,0
Laurent,Akakpo,1
Akakpo,Avoseh,1
Quentin,Dossou,1
Pascale,Dossou,0
Wanda,Akakpo,0
Olympe,Amekudzi,0
Kossiwa,Agbodeka,0
Queen,Dzokoto,0
Queen,Azamati,0
Elise,Alassani,0
Valerie,Ofori,0
Yannick,Amevor,1
Ekoue,Nayo,1
Patience,Sokpor,0
Ursula,Adzaho,0
Yannick,Atsu,1
Yasmine,Ahove,0
Caleb,Bangoura,1
Denis,Nayo,1
David,Attipoe,1
Charles,Akakpo,1
David,Sokpor,1
Fabrice,Adzaho,1
Xenia,Ofori,0
Tania,Agbozo,0
Ulysse,Dossou,1
Benoit,Agbobli,1
Alain,Azamati,1
Perrine,Ofori,0
Kossi,Agbobli,1
Nathanael,Awuku,1
Nicolas,Amevor,1
Eloise,Ayigbe,0
Adjoua,Abliza,1
Esso,Ayite,1
Innocent,Amegashie,1
Ama,Diawara,0
Mireille,Togbe,0
Essowaza,Obodai,1
Raoul,Agbobli,1
Atsuko,Soglo,0
Xavier,Agbodeka,1
Abena,Awuku,0
Ayouba,Adzaho,1
Didi,Gbikpi,1
Efia,Adzaho,0
Jacqueline,Soglo,0
Adeline,Ayigbe,0
Amenyo,Awuku,0
Hilaire,Amevor,1
Karine,Nyaku,0
Jacques,Ayite,1
Vera,Ahove,0
Marie,Diabre,0
Kokouga,Ayigbe,1
Thibault,Obodai,1
Grace,Takyi,0
Winnie,Ayite,0
Viviane,Nayo,0
Amouzou,Alassani,1
Jean,Moussa,1
Anani,Soglo,1
Komla,Adzaho,1
Perrine,Dogbe,0
Julien,Nyaku,1
Mawuli,Togbe,1
Ekoue,Avoseh,1
Delphine,Ayigbe,0
Samira,Gbedemah,0
Lydia,Ayigbe,0
Kwaku,Dossou,1
Quenotte,Gbedemah,0
Adwoa,Avoseh,0
Gifty,Moussa,0
Willy,Gbedemah,1
Kafui,Akoto,0
Liliane,Amouzou,0
Brigitte,Takyi,0
Winnie,Asamoah,0
Didi,Bangoura,1
Kossi,Azamati,1
Georges,Dossou,1
Irene,Ayigbe,0
Rachelle,Diabre,0
Kwesi,Ayigbe,1
Joelle,Ayite,0
Akakpo,Akakpo,1
Bernard,Abliza,1
Amenyo,Asamoah,0
Atsuko,Gbikpi,0
Helene,Nyavor,0
Atsuko,Gnama,0
Ulysse,Amouzou,1
Odile,Atsu,0
Tina,Avoseh,0
Marcel,Akakpo,1
Denis,Nyavor,1
Estelle,Diawara,0
Serge,Diabre,1
Sophia,Nyaku,0
Kossiwa,Amekudzi,0
Kwesi,Akakpo-Doe,1
Adjoua,Dzokoto,1
Folly,Ahove,1
Kossi,Mensah,1
Ophelie,Dzokoto,0
Koffi,Tetteh,1
Isidore,Alassani,1
Henri,Agbozo,1
Atsuko,Ofori,0
Rachelle,Amevor,0
Nana,Moussa,0
Togbe,Agbodeka,1
Médar,Akakpo,1
Akosua,Nyaku,0
Jocelyn,Tetteh,1
Blandine,Ahove,0
Pascale,Agbodeka,0
Téléky,Diawara,1
Laure,Akakpo-Doe,0
Hugues,Dogbe,1
Ayouba,Ayigbe,1
Raymond,Amouzou,1
Ama,Abliza,0
Gifty,Awuku,0
Emmanuel,Dossou,1
LARE,Agbodeka,1
Vera,Dossou,0
Ximena,Anani,0
Sylvain,Ahove,1
Marcel,Ayite,1
Wendy,Gbikpi,0
Perrine,Obodai,0
David,Nkrumah,1
Kwadwo,Mensah,1
Winnie,Dossou,0
Wanda,Dogbe,0
Raymond,Atsu,1
Sophie,Ahove,0
Olivier,Amegashie,1
Romain,Asamoah,1
Wanda,Ayite,0
Wendie,Adzaho,0
Aline,Amekudzi,0
Ezechiel,Amegashie,1
Akossiwa,Koffi,0
Esso,Atsu,1
Mazamesso,Ahove,1
Yannick,Akakpo,1
Wenceslas,Ayigbe,1
Ekoue,Diabre,1
Patience,Azamati,0
Fiifi,Ayite,1
Grace,Tetteh,0
Mensah,Djondo,1
Abena,Sokpor,0
Ophelie,Akakpo,0
Jocelyn,Koffi,1
Akowé,Alassani,1
Helene,Dzokoto,0
Sarah,Koffi,0
Blandine,Azamati,0
Amouzou,Gbedemah,1
Fiosron,Dossou,0
Gaston,Alassani,1
Essonani,Dossou,1
Raoul,Ayigbe,1
Benoit,Avoseh,1
Mawuli,Akakpo-Doe,1
Akakpo,Obodai,1
Kwadwo,Adzaho,1
Rebecca,Agbozo,0
Mireille,Bangoura,0
Benoit,Gnama,1
Estelle,Ocloo,0
Adwoa,Abliza,0
Philippe,Tetteh,1
Estelle,Anani,0
Téléky,Ayite,1
Médar,Bangoura,1
Julien,Adzaho,1
Ezechiel,Agbodeka,1
Henri,Agbobli,1
Queen,Gnama,0
Adwoa,Moussa,0
Akakpo,Togbe,1
Dzidzor,Nkrumah,0
Dela,Adzaho,1
Elise,Diawara,0
Hilaire,Bakari,1
Méyébinesso,Atsu,1
Ximena,Gbikpi,0
Akosua,Soglo,0
Katia,Ocloo,0
Zelda,Bakari,0
Dodji,Agbobli,1
Philippe,Gnama,1
Bèni,Avoseh,1
Koku,Agbeko,1
Afi,Nayo,0
Boevi,Akoto,1
Pascal,Atsu,1
Marie,Amouzou,0
Hilaire,Anani,1
Kossiwa,Akakpo,0
Laure,Ocloo,0
Wenceslas,Agbobli,1
Méyébinesso,Alassani,1
Liliane,Agbozo,0
Emmanuel,Nkrumah,1
Rebecca,Akakpo-Doe,0
Quintina,Dossou,0
Tatiana,Morquette,0
Folly,Soglo,1
Ekoue,Nyavor,1
Serge,Amekudzi,1
Lise,Diabre,0
Anani,Ofori,1
Efua,Ofori,0
Hubert,Nyavor,1
Didi,Amegashie,1
Mawuli,Awuku,1
Delphine,Akakpo-Doe,0
Victor,Ofori,1
Patrick,Ayite,1
Perrine,Bangoura,0
Akakpo,Abliza,1
Mireille,Gbikpi,0
Roxane,Ahove,0
Fiifi,Abliza,1
Valerie,Morquette,0
Olympe,Takyi,0
Edem,Nyavor,1
Florence,Takyi,0
Florence,Djondo,0
Anani,Takyi,1
Adjoa,Akoto,0
Mawusi,Amekudzi,0
Ezechiel,Bakari,1
Anani,Agbodeka,1
Nadine,Dzokoto,0
Efia,Hounnou,0
Martine,Dzokoto,0
Yao,Atsu,1
Cecile,Foli,0
Akosua,Ahove,0
Ulysse,Morquette,1
Patrick,Diabre,1
Gildas,Bakari,1
Efua,Soglo,0
Afi,Ahove,0
Komivi,Agbobli,1
Abdel-Aziz,Dossou,1
Esso,Akakpo,1
Fatoumata,Ofori,0
Paulin,Tetteh,1
Xaviera,Ayite,0
Yao,Gbikpi,1
Yasmine,Bakari,0
Kossi,Togbe,1
Caleb,Agbodeka,1
Romain,Amouzou,1
Wendie,Agbozo,0
Afia,Nkrumah,0
Grace,Bakari,0
Sabrina,Dzokoto,0
Marie,Hounnou,0
Delphine,Ahove,0
Kwame,Diawara,1
Serge,Ocloo,1
Ayouba,Diabre,1
Karine,Alassani,0
Zara,Adzaho,0
Remi,Abliza,1
Katia,Gbedemah,0
Alain,Dogbe,1
Victor,Ahove,1
Vera,Bangoura,0
Quentin,Adzaho,1
Fabrice,Nkrumah,1
Fiifi,Togbe,1
Charles,Alassani,1
Méyébinesso,Adzaho,1
Abdel-Aziz,Gnama,1
Marie,Soglo,0
Charles,Morquette,1
Ursule,Ocloo,0
Kokou,Nkrumah,1
Odon,Azamati,1
Yawa,Togbe,1
Henri,Agbeko,1
Marie,Obodai,0
Yannick,Foli,1
Dodji,Morquette,1
Philippe,Djondo,1
Etienne,Dzokoto,1
Fatoumata,Nyaku,0
Liliane,Foli,0
Thibault,Nkrumah,1
Estelle,Ayite,0
Georges,Asamoah,1
Danielle,Ayigbe,0
Lise,Takyi,0
Kodjo,Ahove,1
Noah,Ocloo,1
Quentin,Bakari,1
Alain,Awuku,1
Kafui,Koffi,0
Ama,Ofori,0
Paulin,Ofori,1
Hilaire,Gnama,1
Charles,Gbedemah,1
Ursule,Amouzou,0
Charles,Dossou,1
Perrine,Akakpo-Doe,0
Zoe,Tetteh,0
Ayouba,Dogbe,1
Rosalie,Gnama,0
Afi,Akakpo,0
Zelda,Abliza,0
Emmanuel,Dzokoto,1
Abena,Alassani,0
Perrine,Alassani,0
Isabelle,Agbodeka,0
Yaa,Amegashie,0
Zoe,Koffi,0
Xaviera,Dogbe,0
Akowé,Amouzou,1
Caleb,Diawara,1
Pascale,Ayite,0
Komla,Togbe,1
Pierrette,Togbe,0
Akakpo,Nyavor,1
Quintina,Gnama,0
Anani,Bangoura,1
Charles,Abliza,1
Tina,Amouzou,0
Thibault,Nyavor,1
Mawusi,Diabre,0
Xaviera,Sokpor,0
Méyébinesso,Akakpo,1
Ayouba,Amegashie,1
Nana,Bakari,0
Caleb,Takyi,1
Pascale,Nayo,0
Kwaku,Ahove,1
Efia,Gbedemah,0
Boevi,Agbodeka,1
Koku,Agbobli,1
Lydia,Nyavor,0
Akua,Amegashie,0
Fiifi,Agbodeka,1
Cecilia,Djondo,0
Dodji,Takyi,1
Jacqueline,Akoto,0
Wendie,Gnama,0
Genevieve,Asamoah,0
Helena,Dossou,0
Bassooma,Ayite,1
Sarah,Diabre,0
Thierry,Asamoah,1
Folly,Anani,1
Perrine,Awuku,0
Samira,Ofori,0
Sophie,Bakari,0
Quintine,Abliza,0
Kwadwo,Diabre,1
Valerie,Amouzou,0
Rebecca,Adzaho,0
Nathalie,Ahove,0
Agbeko,Alassani,1
Sophia,Ahove,0
Atsuko,Nyaku,0
Willy,Gnama,1
Pierrette,Akakpo-Doe,0
Remi,Attipoe,1
Edem,Foli,1
Xenia,Nayo,0
Beatrice,Amegashie,0
Bèni,Foli,1
Esso,Bakari,1
Perrine,Amekudzi,0
Elise,Nayo,0
Mireille,Attipoe,0
Fiifi,Agbozo,1
Ama,Hounnou,0
Alain,Asamoah,1
Aline,Agbeko,0
Isidore,Gbikpi,1
Akossiwa,Agbodeka,0
Ines,Hounnou,0
Catherine,Amekudzi,0
Adjoua,Akakpo-Doe,1
Estelle,Nayo,0
Romain,Ayigbe,1
Queen,Takyi,0
Aurelie,Alassani,0
Pierrette,Dzokoto,0
Vera,Azamati,0
Ama,Togbe,0
Zelda,Ayigbe,0
Odon,Avoseh,1
Cecile,Agbozo,0
Martine,Atsu,0
Laure,Akoto,0
Nicolette,Dogbe,0
Louis,Tetteh,1
Mawuli,Azamati,1
Rebecca,Alassani,0
Marcel,Moussa,1
Ekoue,Azamati,1
Odon,Agbozo,1
Mawusi,Agbodeka,0
Elise,Nyaku,0
Folly,Nyaku,1
Sébastien,Asamoah,1
Esso,Ahove,1
Zoe,Atsu,0
Adjoua,Djondo,1
Paulin,Dossou,1
Téléky,Akoto,1
Zara,Akoto,0
Perrine,Agbeko,0
Viviane,Amevor,0
Florence,Ahove,0
Patrick,Amekudzi,1
Diane,Avoseh,0
Kwame,Bangoura,1
Wanda,Ocloo,0
Lydia,Amekudzi,0
Laure,Koffi,0
Yawa,Attipoe,1
Serge,Alassani,1
Atsuko,Gbedemah,0
Queen,Akakpo,0
Denis,Gbikpi,1
Ekoue,Moussa,1
Zoe,Ocloo,0
Hortense,Bangoura,0
Fiifi,Mensah,1
Roxane,Azamati,0
Ilétou,Gbikpi,0
Rosalie,Dossou,0
Raymond,Dogbe,1
Pascale,Agbeko,0
Azhar,Amouzou,1
Ayouba,Hounnou,1
Hubert,Diawara,1
Giselle,Agbobli,0
Katia,Diawara,0
Danielle,Obodai,0
Wanda,Togbe,0
Aline,Adzaho,0
Yannick,Agbodeka,1
Thierry,Moussa,1
Koffi-Doe,Takyi,1
Komi,Sokpor,1
Karine,Agbodeka,0
Wenceslas,Djondo,1
Mawuli,Foli,1
Olivier,Amevor,1
Innocent,Amevor,1
Dodji,Bakari,1
Adjoua,Dossou,1
Yves,Ahove,1
Katherine,Atsu,0
Pascale,Asamoah,0
Queen,Amekudzi,0
Kokou,Takyi,1
Serge,Azamati,1
Ximena,Ayigbe,0
Ursula,Obodai,0
Hubert,Amouzou,1
Caleb,Agbozo,1
Ilétou,Agbobli,0
Zara,Agbeko,0
Sophie,Adzaho,0
Zacharie,Nyavor,1
David,Alassani,1
Kwame,Nayo,1
Luc,Takyi,1
Ditoma,Attipoe,1
Yannick,Akoto,1
Ursule,Diabre,0
Viviane,Akakpo,0
Perrine,Nyavor,0
Elise,Ahove,0
Olympe,Soglo,0
Adeline,Djondo,0
Abena,Koffi,0
Julien,Morquette,1
Quentin,Djondo,1
Kwesi,Gnama,1
Yves,Bangoura,1
Afi,Agbobli,0
Joelle,Abliza,0
Yaa,Mensah,0
Catherine,Amevor,0
Ophelie,Tetteh,0
Estelle,Nkrumah,0
Kofi,Amouzou,1
Dzidzor,Dogbe,0
Isabelle,Akoto,0
Koffi,Bangoura,1
Mensah,Diabre,1
Kafui,Djondo,0
Benoit,Djondo,1
Mansan,Amevor,0
Philippe,Diabre,1
Tania,Bakari,0
Odette,Foli,0
IDRISSOU,Abliza,1
Cecilia,Anani,0
Koku,Agbodeka,1
Ursula,Dogbe,0
Diane,Nayo,0
Blandine,Takyi,0
Julien,Ahove,1
Komivi,Alassani,1
Mireille,Ayigbe,0
Noah,Koffi,1
Irene,Gnama,0
Martine,Avoseh,0
Thierry,Nyavor,1
Akossiwa,Dogbe,0
Hilaire,Soglo,1
Victor,Anani,1
Wendy,Nkrumah,0
Olivier,Ayigbe,1
Amouzou,Nkrumah,1
Komi,Ocloo,1
Laurent,Ahove,1
Yao,Ocloo,1
Méyébinesso,Dzokoto,1
Jean,Diabre,1
Komi,Koffi,1
Olivier,Akakpo-Doe,1
Akowé,Foli,1
